vi_0001.wav|Bạn Lan kể rằng con cú mèo của gia đình bạn rất dễ thương và thông minh, mỗi ngày bạn đều chăm sóc và dạy cho nó nhiều điều hay và bổ ích.
vi_0002.wav|Quả xoài màu trắng rất đẹp, đây là loại trái cây rất tốt cho sức khỏe.
vi_0003.wav|Cô thích con chó vì nó rất dũng cảm.
vi_0004.wav|Hôm nay chúng ta sẽ học về con gà, một loài vật rất lớn trong thiên nhiên.
vi_0005.wav|Cô thích con gấu vì nó rất dễ thương.
vi_0006.wav|Bạn Lan rất thích đến bãi biển để xem và tìm hiểu về con sư tử, đây là loài vật mà bạn yêu thích nhất.
vi_0007.wav|Bạn Nam kể rằng con cá voi của gia đình bạn rất dễ thương và thông minh, mỗi ngày bạn đều chăm sóc và dạy cho nó nhiều điều hay và bổ ích.
vi_0008.wav|Con gấu trúc là một loài động vật rất dễ thương và được nhiều người yêu thích, chúng thường sống ở núi và có những đặc điểm sinh học rất nổi bật.
vi_0009.wav|Con ong là loài vật rất đẹp, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0010.wav|Con gấu là một loài động vật rất vui và được nhiều người yêu thích, chúng thường sống ở vườn thú và có những đặc điểm sinh học rất nổi bật.
vi_0011.wav|Trong bài học hôm nay, chúng ta sẽ cùng tìm hiểu về con gấu trúc, một loài động vật thú vị sống ở chợ với nhiều đặc điểm nổi bật.
vi_0012.wav|Thu có một con cá heo rất dễ thương ở nhà.
vi_0013.wav|Bạn có thích con bướm không nào?
vi_0014.wav|Trong bài học hôm nay, chúng ta sẽ cùng tìm hiểu về con hươu cao cổ, một loài động vật thú vị sống ở bếp với nhiều đặc điểm nổi bật.
vi_0015.wav|Gia đình là nơi ấm áp nhất trên đời, nơi chúng ta được yêu thương vô điều kiện, được chia sẻ niềm vui và được an ủi khi gặp khó khăn hay buồn bã trong cuộc sống.
vi_0016.wav|Bạn Ly rất thích đến bệnh viện để xem và tìm hiểu về con voi, đây là loài vật mà bạn yêu thích nhất.
vi_0017.wav|Hôm nay chúng ta sẽ học về con mèo, một loài vật rất buồn trong thiên nhiên.
vi_0018.wav|Bạn Luân rất thích đến trường để xem và tìm hiểu về con khỉ, đây là loài vật mà bạn yêu thích nhất.
vi_0019.wav|Con ngựa vằn là một loài động vật rất thông minh và được nhiều người yêu thích, chúng thường sống ở chợ và có những đặc điểm sinh học rất nổi bật.
vi_0020.wav|Con mèo là một loài động vật rất đặc biệt, chúng sống ở bệnh viện và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0021.wav|Con cá heo là loài vật rất khéo léo, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0022.wav|Con hươu cao cổ là một loài động vật rất đặc biệt, chúng sống ở bếp và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0023.wav|Bạn Bình rất thích đến vườn thú để xem và tìm hiểu về con gà, đây là loài vật mà bạn yêu thích nhất.
vi_0024.wav|Bạn có biết rằng con cá là một loài động vật rất ngộ nghĩnh không nào?
vi_0025.wav|Hôm nay chúng ta sẽ học về con cừu, một loài vật rất cao trong thiên nhiên.
vi_0026.wav|Bạn Linh rất thích đến chợ để xem và tìm hiểu về con cá, đây là loài vật mà bạn yêu thích nhất.
vi_0027.wav|Hôm nay chúng ta sẽ học về con ong, một loài vật rất nhỏ trong thiên nhiên.
vi_0028.wav|Bạn có biết rằng con hổ là một loài động vật rất ngộ nghĩnh không nào?
vi_0029.wav|Bạn Đức kể rằng con mèo của gia đình bạn rất buồn và thông minh, mỗi ngày bạn đều chăm sóc và dạy cho nó nhiều điều hay và bổ ích.
vi_0030.wav|Quả chuối màu xanh lá rất thơm và ngon, đây là loại trái cây giàu vitamin tốt cho sức khỏe của chúng ta.
vi_0031.wav|Cô thích con cú mèo vì nó rất dũng cảm.
vi_0032.wav|Quả đào màu xanh lá rất đẹp, đây là loại trái cây rất tốt cho sức khỏe.
vi_0033.wav|Jack có một con ngựa vằn rất dễ thương ở nhà.
vi_0034.wav|Con gấu trúc là một loài động vật rất đặc biệt, chúng sống ở bếp và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0035.wav|Con lợn là một loài động vật rất đặc biệt, chúng sống ở công viên và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0036.wav|Cô thích con rùa vì nó rất cao.
vi_0037.wav|Bạn có biết rằng con lợn là một loài động vật rất tốt bụng không nào?
vi_0038.wav|Con hổ là loài vật rất vui, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0039.wav|Hôm nay chúng ta sẽ học về con chó, một loài vật rất khéo léo trong thiên nhiên.
vi_0040.wav|Trong bài học hôm nay, chúng ta sẽ cùng tìm hiểu về con gấu trúc, một loài động vật thú vị sống ở thư viện với nhiều đặc điểm nổi bật.
vi_0041.wav|Ryan rất thích đến bãi biển để vui chơi và học hỏi nhiều điều mới mẻ.
vi_0042.wav|Anna có một con cá voi rất dễ thương ở nhà.
vi_0043.wav|Nhắm mắt lại và lắng nghe âm thanh xung quanh, rồi mô tả những gì bạn nghe.
vi_0044.wav|Cậu bé Nam rất thích khám phá thiên nhiên, hàng tuần cậu hay theo ba lên rừng nhặt nấm và hái quả.
vi_0045.wav|Bạn có thích con bò không nào?
vi_0046.wav|Ngày xưa có một cô bé rất chăm chỉ học bài, mỗi ngày cô đều đọc sách và luyện viết chữ đẹp.
vi_0047.wav|Trong bài học hôm nay, chúng ta sẽ cùng tìm hiểu về con cá voi, một loài động vật thú vị sống ở vườn thú với nhiều đặc điểm nổi bật.
vi_0048.wav|Con vịt rất vui, chúng ta hãy cùng học tên của con vật này nhé.
vi_0049.wav|Cô thích con nai vì nó rất nhỏ.
vi_0050.wav|Con mèo là loài vật rất dễ thương, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0051.wav|Bạn có biết rằng con sói là một loài động vật rất chậm không nào?
vi_0052.wav|Con kiến là một loài động vật rất đặc biệt, chúng sống ở sông và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0053.wav|Con ngựa vằn là loài vật rất nhỏ, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0054.wav|Bạn Nam rất thích đến bệnh viện để xem và tìm hiểu về con vịt, đây là loài vật mà bạn yêu thích nhất.
vi_0055.wav|Bạn có biết rằng con cú mèo là một loài động vật rất chậm không nào?
vi_0056.wav|Con nai là loài vật rất nhanh, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0057.wav|Bạn có biết rằng con cá heo là một loài động vật rất đẹp không nào?
vi_0058.wav|Quả chuối màu đen rất thơm và ngon, đây là loại trái cây giàu vitamin tốt cho sức khỏe của chúng ta.
vi_0059.wav|Hoa có một con chó rất dễ thương ở nhà.
vi_0060.wav|Con vịt là một loài động vật rất đặc biệt, chúng sống ở vườn và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0061.wav|Con bò là loài vật rất thấp, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0062.wav|Con hổ là loài vật rất đẹp, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0063.wav|Con mèo là một loài động vật rất đặc biệt, chúng sống ở phòng ngủ và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0064.wav|Quả dứa màu vàng rất thơm và ngon, đây là loại trái cây giàu vitamin tốt cho sức khỏe của chúng ta.
vi_0065.wav|Con ngựa là loài vật rất thấp, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0066.wav|Bạn có biết rằng con voi là một loài động vật rất đẹp không nào?
vi_0067.wav|Con cá sấu là loài vật rất chậm, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0068.wav|Con hổ là một loài động vật rất đặc biệt, chúng sống ở thư viện và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0069.wav|Cô thích con chim cánh cụt vì nó rất dũng cảm.
vi_0070.wav|Hôm nay chúng ta sẽ học về con bò, một loài vật rất ngộ nghĩnh trong thiên nhiên.
vi_0071.wav|Bạn Quân kể rằng con bướm của gia đình bạn rất tốt bụng và thông minh, mỗi ngày bạn đều chăm sóc và dạy cho nó nhiều điều hay và bổ ích.
vi_0072.wav|Bạn Ly kể rằng con cá của gia đình bạn rất nhanh và thông minh, mỗi ngày bạn đều chăm sóc và dạy cho nó nhiều điều hay và bổ ích.
vi_0073.wav|Bạn Quân rất thích đến chợ để xem và tìm hiểu về con vẹt, đây là loài vật mà bạn yêu thích nhất.
vi_0074.wav|Jack rất thích đến rừng để vui chơi và học hỏi nhiều điều mới mẻ.
vi_0075.wav|Sara có một con chim cánh cụt rất dễ thương ở nhà.
vi_0076.wav|Bạn Tuyết rất thích đến núi để xem và tìm hiểu về con cá heo, đây là loài vật mà bạn yêu thích nhất.
vi_0077.wav|Cô thích con cú mèo vì nó rất đẹp.
vi_0078.wav|Sara có một con cá voi rất dễ thương ở nhà.
vi_0079.wav|Hôm nay chúng ta sẽ học về con sư tử, một loài vật rất nhỏ trong thiên nhiên.
vi_0080.wav|Hôm nay chúng ta sẽ học về con gấu, một loài vật rất khéo léo trong thiên nhiên.
vi_0081.wav|Con khỉ là một loài động vật rất thông minh và được nhiều người yêu thích, chúng thường sống ở nông trại và có những đặc điểm sinh học rất nổi bật.
vi_0082.wav|Anna có một con sư tử rất dễ thương ở nhà.
vi_0083.wav|Con mèo rất đẹp, chúng ta hãy cùng học tên của con vật này nhé.
vi_0084.wav|Con gấu là loài vật rất ngộ nghĩnh, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0085.wav|Con thỏ là một loài động vật rất lớn và được nhiều người yêu thích, chúng thường sống ở bãi biển và có những đặc điểm sinh học rất nổi bật.
vi_0086.wav|Con lợn là một loài động vật rất đặc biệt, chúng sống ở vườn thú và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0087.wav|Con gấu trúc là một loài động vật rất đặc biệt, chúng sống ở bãi biển và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0088.wav|Con vịt là loài vật rất nhỏ, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0089.wav|Hôm nay chúng ta sẽ học về con cá sấu, một loài vật rất thấp trong thiên nhiên.
vi_0090.wav|Cô thích con sói vì nó rất dũng cảm.
vi_0091.wav|Bạn có biết rằng con chim là một loài động vật rất dũng cảm không nào?
vi_0092.wav|Bạn Quân rất thích đến núi để xem và tìm hiểu về con ếch, đây là loài vật mà bạn yêu thích nhất.
vi_0093.wav|Bạn có biết rằng con chó là một loài động vật rất vui không nào?
vi_0094.wav|Bạn Đức kể rằng con khỉ của gia đình bạn rất nhanh và thông minh, mỗi ngày bạn đều chăm sóc và dạy cho nó nhiều điều hay và bổ ích.
vi_0095.wav|Emma có một con nai rất dễ thương ở nhà.
vi_0096.wav|Bạn Thảo rất thích đến núi để xem và tìm hiểu về con ngựa, đây là loài vật mà bạn yêu thích nhất.
vi_0097.wav|Bạn có biết rằng con ngựa vằn là một loài động vật rất đẹp không nào?
vi_0098.wav|Con kiến là một loài động vật rất cao và được nhiều người yêu thích, chúng thường sống ở thư viện và có những đặc điểm sinh học rất nổi bật.
vi_0099.wav|Minh có một con gấu trúc rất dễ thương ở nhà.
vi_0100.wav|Cô thích con vẹt vì nó rất dễ thương.
vi_0101.wav|Con chó là một loài động vật rất dũng cảm và được nhiều người yêu thích, chúng thường sống ở trường và có những đặc điểm sinh học rất nổi bật.
vi_0102.wav|Anna có một con bướm rất dễ thương ở nhà.
vi_0103.wav|Trong bài học hôm nay, chúng ta sẽ cùng tìm hiểu về con cáo, một loài động vật thú vị sống ở phòng ngủ với nhiều đặc điểm nổi bật.
vi_0104.wav|Bạn An rất thích đến sông để xem và tìm hiểu về con cáo, đây là loài vật mà bạn yêu thích nhất.
vi_0105.wav|Con cừu là một loài động vật rất đặc biệt, chúng sống ở bệnh viện và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0106.wav|Lily rất thích đến bếp để vui chơi và học hỏi nhiều điều mới mẻ.
vi_0107.wav|Bạn có biết rằng con thỏ là một loài động vật rất thông minh không nào?
vi_0108.wav|Quả đào màu đỏ trông rất ngon.
vi_0109.wav|Con thỏ là loài vật rất dễ thương, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0110.wav|Tuan có một con kiến rất dễ thương ở nhà.
vi_0111.wav|Con hổ là một loài động vật rất đặc biệt, chúng sống ở công viên và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0112.wav|Trong bài học hôm nay, chúng ta sẽ cùng tìm hiểu về con ngựa vằn, một loài động vật thú vị sống ở vườn thú với nhiều đặc điểm nổi bật.
vi_0113.wav|Con gà là loài vật rất cao, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0114.wav|Bạn An rất thích đến bãi biển để xem và tìm hiểu về con sói, đây là loài vật mà bạn yêu thích nhất.
vi_0115.wav|Cô thích con cá sấu vì nó rất đẹp.
vi_0116.wav|Trong bài học hôm nay, chúng ta sẽ cùng tìm hiểu về con cá, một loài động vật thú vị sống ở lớp học với nhiều đặc điểm nổi bật.
vi_0117.wav|Con khỉ là loài vật rất thấp, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
vi_0118.wav|Quả dứa màu trắng rất đẹp, đây là loại trái cây rất tốt cho sức khỏe.
vi_0119.wav|Bạn Tuyết rất thích đến bãi biển để xem và tìm hiểu về con cá sấu, đây là loài vật mà bạn yêu thích nhất.
vi_0120.wav|Con khỉ là một loài động vật rất đặc biệt, chúng sống ở vườn và có nhiều thói quen thú vị khác nhau trong tự nhiên.
vi_0121.wav|Bạn có biết rằng con kiến là một loài động vật rất lớn không nào?
vi_0122.wav|Quả đào màu vàng rất đẹp, đây là loại trái cây rất tốt cho sức khỏe.
vi_0123.wav|Bạn có biết rằng con chim cánh cụt là một loài động vật rất dũng cảm không nào?
vi_0124.wav|Bạn có biết rằng con cá sấu là một loài động vật rất nhỏ không nào?
vi_0125.wav|Bạn có biết rằng con cừu là một loài động vật rất ngộ nghĩnh không nào?
vi_0126.wav|Con ếch là một loài động vật rất dễ thương và được nhiều người yêu thích, chúng thường sống ở sông và có những đặc điểm sinh học rất nổi bật.
vi_0127.wav|Con cá heo là loài vật rất cao, chúng ta cần bảo vệ và yêu quý các loài động vật trong tự nhiên.
